sentence,on,at,like,as,with,inside,of,among,in,by,from,during,about,near,out,round,until,along,for,against,across,to,off,upon,towards,under,around,behind,besides,within,beside,into,between,up,over,before,above,down,after,till,toward,without
Now， you don't eat these all [MASK] once,0.19720250652489962,0.2824462734152638,0.2852455143075517,0.23510570575228487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
So you're happy [MASK] your work?,0.845820514324888,0.0,0.0,0.0,0.0005017841316430406,0.0005017841316430406,0.1531759174118259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max plugs himself [MASK] again,0.14585188028322701,0.0,0.0,0.16402500924438235,0.0,0.0,0.0,0.0012943793693456847,0.688828731103045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
She has a low opinion [MASK] herself,0.0,0.0,0.0,0.0,0.0003971348783261067,0.0003971348783261067,0.31393914422335795,0.0,0.0,0.6852665860199898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
She also has the advantage [MASK] an outstanding recording,0.0,0.0,0.0,0.0,0.0026599216622541465,0.0,0.9920202350132376,0.0,0.0,0.0,0.0026599216622541465,0.0026599216622541465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is there anyone else we should know [MASK]?,0.6710953721381048,0.0,0.0,0.0,0.0016491664673853133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3256062949271246,0.0016491664673853133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Find [MASK] which insurance area you live in,0.0,0.0,0.0,0.0,0.0017249009086464536,0.0,0.32682916141116636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5808044108047279,0.09064152687545932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrs.  Brooks was not usually curious [MASK] her guests,0.0,0.0,0.0,0.0,0.0,0.0,0.3104530778830632,0.0,0.0,0.2697358308389485,0.0,0.0,0.41958357112951317,0.0,0.0,0.0,0.00022752014847512278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I only moved [MASK] a couple of years ago,0.30816875438698776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21942652138060287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018360392523232734,0.472221120307177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
You live [MASK] home with your parents?,0.0,0.9966069791021219,0.0,0.0,0.0,0.0011310069659593452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011310069659593452,0.0011310069659593452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
