sentence,on,at,like,as,with,inside,of,among,in,by,from,during,about,near,out,round,until,along,for,against,across,to,off,upon,towards,under,around,behind,besides,within,beside,into,between,up,over,before,above,down,after,till,toward,without
Now， you don't eat these all [MASK] once,0.13768164470878883,0.7113235828592525,0.0015302965115290463,0.14946447592042963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
So you're happy [MASK] your work?,0.9584654568597241,0.0,0.0,0.0,0.00030613135466109,0.00030613135466109,0.04092228043095379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max plugs himself [MASK] again,0.28146349642977203,0.0,0.0,0.41028024560705756,0.0,0.0,0.0,0.0001637753766473869,0.308092482586523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
She has a low opinion [MASK] herself,0.0,0.0,0.0,0.0,0.00047623139510139824,0.00047623139510139824,0.02870908130913785,0.0,0.0,0.9703384559006594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
She also has the advantage [MASK] an outstanding recording,0.0,0.0,0.0,0.0,0.050862251378018974,0.0,0.8474132458659431,0.0,0.0,0.0,0.050862251378018974,0.050862251378018974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is there anyone else we should know [MASK]?,0.8173925455779076,0.0,0.0,0.0,0.000921613002620598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1807642284168512,0.000921613002620598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Find [MASK] which insurance area you live in,0.0,0.0,0.0,0.0,0.001546773194045547,0.0,0.019873664541140416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3679752379502919,0.6106043243145222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrs.  Brooks was not usually curious [MASK] her guests,0.0,0.0,0.0,0.0,0.0,0.0,0.021591682245216536,0.0,0.0,0.9621141280649206,0.0,0.0,0.01594474468086008,0.0,0.0,0.0,0.0003494450090027619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I only moved [MASK] a couple of years ago,0.266327887117731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7122520864254464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016995516768480548,0.021250071289137834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
You live [MASK] home with your parents?,0.0,0.9998026901971317,0.0,0.0,0.0,6.576993428940586e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.576993428940586e-05,6.576993428940586e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[MASK]short， it was Every Irish Town,0.31223850111886936,0.0,0.0,0.1155851212262125,0.0,0.0,0.43228770354480756,0.0,0.13988867411011058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Look [MASK] him!,0.0,0.4769964720247027,0.0,0.0,0.0,0.0,0.008603181854416875,0.0,0.3765054574319354,0.13789488868894498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I'm shocked [MASK] my husband's behavior,0.0,0.0,0.0,0.0,0.0,0.0,0.001404415156597004,0.0,0.968058111675216,0.028290843032056725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002246630136130172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
She died [MASK]1890 aged sixty-six,0.20728770892709236,0.0,0.0,0.0,0.0,0.0,0.008900852545829573,0.0,0.711546936939972,0.07226450158710614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One was dependent [MASK]the other,0.6700148621548352,0.0,0.0,0.0,6.273687013061553e-05,0.0,0.030053937015869035,0.0,0.29986846395916517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Then I feel a tap[MASK] the arm,0.6420108498102318,0.23511981595232775,0.0,0.0,0.0,0.0,0.0,0.0,0.12286410871334534,0.0,5.225524095037437e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
