sentence,on,at,like,as,with,inside,of,among,in,by,from,during,about,near,out,round,until,along,for,against,across,to,off,upon,towards,under,around,behind,besides,within,beside,into,between,up,over,before,above,down,after,till,toward,without
Now， you don't eat these all [MASK] once,0.025014043432828006,0.11351659512029232,0.19148922576843086,0.6699801356784488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
So you're happy [MASK] your work?,0.4596703114672623,0.0,0.0,0.0,9.701304267403764e-05,9.701304267403764e-05,0.5401356624473896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max plugs himself [MASK] again,0.05170132871181397,0.0,0.0,0.7830980128270114,0.0,0.0,0.0,0.00013779782174538002,0.16506286063942918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
She has a low opinion [MASK] herself,0.0,0.0,0.0,0.0,0.0007508310522021364,0.0007508310522021364,0.771283388502462,0.0,0.0,0.2272149493931337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
She also has the advantage [MASK] an outstanding recording,0.0,0.0,0.0,0.0,0.0022169372311390914,0.0,0.9933491883065827,0.0,0.0,0.0,0.0022169372311390914,0.0022169372311390914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is there anyone else we should know [MASK]?,0.45146415185805705,0.0,0.0,0.0,0.002142182604241612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5442514829334597,0.002142182604241612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Find [MASK] which insurance area you live in,0.0,0.0,0.0,0.0,0.0003541124905006255,0.0,0.22813694835514883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24116742964591972,0.5303415095084308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrs.  Brooks was not usually curious [MASK] her guests,0.0,0.0,0.0,0.0,0.0,0.0,0.23517686638740162,0.0,0.0,0.7065968745832482,0.0,0.0,0.057930410486477305,0.0,0.0,0.0,0.0002958485428728609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I only moved [MASK] a couple of years ago,0.20038199001589713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4620893041161083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010922449199353575,0.3364364609480592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
You live [MASK] home with your parents?,0.0,0.992222779118818,0.0,0.0,0.0,0.002592406960393997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002592406960393997,0.002592406960393997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
